Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
STARTER $296.66 + $50.00 CORE,UAP INC                       ,$347.00,2012-02-27,170703,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
8675 SEAL KIT STEERING BOX 10261/46172/060651/1A,HYDRA STEER INC               ,$66.00,2012-02-29,170715,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
9L3Z-7B028-C LINE 10172/18508/R18508,WHITEHORSE MOTORS LIMITED     ,$69.00,2012-02-29,170722,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2T1Z5813086-A. FLOOR MAT 10218/42128/060680/1A,WHITEHORSE MOTORS LIMITED     ,$91.00,2012-02-29,170722,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
JK6414-A. BELT 10132/40306/060709/1A,WHITEHORSE MOTORS LIMITED     ,$51.00,2012-02-29,170722,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
CXT-10-LV12 MERCON ATF 10289/18501/R18501/1A,WHITEHORSE MOTORS LIMITED     ,$70.00,2012-02-29,170722,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
F81Z-1001-AA GASKET 13776/T20723/29,WHITEHORSE MOTORS LIMITED     ,$14.00,2012-02-29,170722,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
DY1073 ABS SENSOR 13776/T20723/29,WHITEHORSE MOTORS LIMITED     ,$106.00,2012-02-29,170722,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
130190 185/60R15 TOYO GSI5 WINTER 45528/40305/554683/1A/KC,YUKON TIRE CENTRE INC         ,$576.00,2012-03-06,170724,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
806933010 O-RING 13252/47620/061003/1A,CDWHHSUBARU,$10.00,2012-03-15,170862,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
RR253 DISTRIBUTOR CAP 10400/43067/060809/1A,UAP INC                       ,$49.00,2012-03-15,170867,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
NGK 3403 SPARK PLUG 13240/47529/061653/1A,UAP INC                       ,$40.00,2012-03-15,170867,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
MD1106 ANTI-SAIL MUDFLAP HANGER 11955/R15302/1HD,INLAND KENWORTH               ,$19.00,2012-03-16,170870,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
G86-1059-53 CHAMBER RESERVOIR AIR 05338/T15288/24,INLAND KENWORTH               ,"$1,089.00",2012-03-16,170870,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4401-2502 COOLER CHARGE AIR 09028/T15291/1HD,INLAND KENWORTH               ,$907.00,2012-03-16,170870,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
84-2226 TERMINAL 75022/99000/9,UAP INC                       ,$3.00,2012-03-16,170873,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
84-3591 TERMINAL 75022/99000/9,UAP INC                       ,$2.00,2012-03-16,170873,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
47112 LAMP ASSY. MARKER RED LED 11700/T15294/1HD,UAP INC                       ,$14.00,2012-03-16,170873,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"TIRE, 11R24.5 BANDAG ULTRA DRIVE RECAP",KAL TIRE                      ,"$2,107.00",2012-03-16,170874,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
16001048 PIN 09386/T23167/1HD,INLAND KENWORTH               ,$307.00,2012-03-16,170880,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
57783 EXHAUST REDUCER 09387/T23167/1HD,INLAND KENWORTH               ,$175.00,2012-03-16,170880,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
1609GRV HORN 11755/T25010/1HD,INLAND KENWORTH               ,$128.00,2012-03-16,170880,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
REPAIR OF TORQUE WRENCH PER RSO 248242 81916/CAMP/9 HAINES JCT,CDACKLANDSWH,$111.00,2012-03-01,170729,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
C5205X14 FTG. 09602/99002/1T,UAP INC                       ,$24.00,2012-03-01,170730,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
C3309X8 FTG. 11802/99002/1T,UAP INC                       ,$60.00,2012-03-01,170730,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"M502 LIFE JACKET, ADULT 09267/60800/6 DP DAWSON",WESTERN MARINE LTD            ,$864.00,2012-03-01,170731,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"M503 LIFE JACKET, CHILDS 09267/60800/6 DP DAWSON",WESTERN MARINE LTD            ,$432.00,2012-03-01,170731,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"M503 LIFE JACKET, CHILDS 09267/60800/6 DP DAWSON",WESTERN MARINE LTD            ,$108.00,2012-03-01,170731,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GOLITE 2000 07993/T60800/6 TC DAWSON,WESTERN MARINE LTD            ,$241.00,2012-03-01,170731,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4P5524 GASKET 83032/T23158/2,FINNING INTERNATIONAL INC     ,$18.00,2012-03-01,170732,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
200301 (8.716.610.0) GENERATOR 08092/060655/57383/6 RG DAWSON,CDYKEXPLOSIV,"$1,283.00",2012-03-02,170744,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
JFFE440YW YELLOW PAINT PENS 9603/99000/1T,CDACKLANDSWH,$96.00,2012-03-06,170745,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
14310147 FITTING 05346/T21319/24,INLAND KENWORTH               ,$24.00,2012-03-16,170880,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FREIGHT ASPER INVOICE#CS47617 10291/43104/060815/1A,DYNAMIC SPECIALTY VEHICLES    ,$24.00,2012-03-19,170884,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"SEALED BEAM, HOBBS 24V FLOOD LAMP 60W 21326-21330",UAP INC                       ,$65.00,2012-03-19,170893,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
NGF 3615 FILTER 12459/T18510/4,UAP INC                       ,$69.00,2012-03-19,170901,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
P13-6401 FILTER (ITEM 16591) 87256/T56540/19,UAP INC                       ,$8.00,2012-03-19,170901,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"H3 HALOGEN BULB 24V,70W",CDNIS,$18.00,2012-03-19,170903,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
REPAIR HOOD AS PER INV. 1646 08893/16252/060458/1HD,PAINT'EN PLACE INC            ,"$13,196.00",2012-03-19,170907,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
290696 11R24.5 B/S R250F TRAILER TIRE 45543/R12051/1HD/KC,BRIDGESTONE CANADA INC        ,"$1,042.00",2012-03-23,170910,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
YTG TIRE TAX 45543/R12051/1HD/KC,BRIDGESTONE CANADA INC        ,$10.00,2012-03-23,170910,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
57983 TRANSMISSION OIL COOLER 70683/R23179/1hd,INLAND KENWORTH               ,"$2,805.00",2012-03-21,170916,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
WRX11-1450 HAND CLEANER 9611/99000/1T,CDACKLANDSWH,$213.00,2012-03-06,170745,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
TDC11482 DRILL BIT 9612/99000/1T,CDACKLANDSWH,$2.00,2012-03-06,170745,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
DRJ764 DRILL BITS 9643/99000/1T,CDACKLANDSWH,$44.00,2012-03-06,170745,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
1P3703 SEAL 09172/09176/R21303/1HD,FINNING INTERNATIONAL INC     ,$9.00,2012-03-06,170752,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5M4741 GASKET 09172/09176/R21303/1HD,FINNING INTERNATIONAL INC     ,$6.00,2012-03-06,170752,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5P7084 SEAL 09172/09176/R21303/1HD,FINNING INTERNATIONAL INC     ,$14.00,2012-03-06,170752,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5M5860 SEAL O-RING 09172/09176/R21303/1HD,FINNING INTERNATIONAL INC     ,$8.00,2012-03-06,170752,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PFSFW716 7/16 FLAT WASHER(PK OF 200) 75003/99003/9,CDACKLANDSWH,$3.00,2012-03-05,170759,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PFSFW34 3/4 FLAT WASHER (PK OF 100) 75003/99003/9,CDACKLANDSWH,$8.00,2012-03-05,170759,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PFSFW8118ZD WASHER 1-1/8 (PK OF 50) 09630/99002/TR,CDACKLANDSWH,$38.00,2012-03-05,170759,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PW516HG WASHER (PK 250 PIECES) 4273/3300/28,CDACKLANDSWH,$7.00,2012-03-05,170759,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
H42508 HOSE 07941/99002/16 STEWART,UAP INC                       ,$200.00,2012-03-07,170761,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
H42512 HOSE 07941/99002/16 SREWART,UAP INC                       ,$400.00,2012-03-07,170761,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
107731 HOSE ASSY 10360/060746/1A,CHILKOOT EQUIPMENT LTD O/A    ,$45.00,2012-03-06,170763,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FREIGHT CHARGE LINE 1-2 10360/060746/1A,CHILKOOT EQUIPMENT LTD O/A    ,$20.00,2012-03-06,170763,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
550026914 SAE75W90 SYN GEAR OIL 60L KEG 91674/99001/1A,UAP INC                       ,"$1,164.00",2012-03-06,170768,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"TIRE, 11R24.5 MICHELIN XDS RECAP",YUKON TIRE CENTRE INC         ,"$1,536.00",2012-03-06,170772,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
ROCK CHIP REPAIRS AS PER INV # 2409 10277/42126/060787/1A,JODY SHEA O/A                 ,$80.00,2012-03-07,170773,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
81456 duramide plates 74633/r23166/7,INLAND KENWORTH               ,$176.00,2012-03-21,170916,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4741314 QUICK ATTACH KITS 9209/R21321/9,INLAND KENWORTH               ,$632.00,2012-03-21,170916,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
13964908 PINS 9209/R21321/9,INLAND KENWORTH               ,$22.00,2012-03-21,170916,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
320054006 RETAINING PIN WING PLOW 09470/R23706/23,FINNING INTERNATIONAL INC     ,$4.00,2012-03-22,170917,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
NWA 737303 LOOM 70683/R23179/10,UAP INC                       ,$25.00,2012-03-21,170918,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2503898C91 HEATER CORE 6533/R16247/15,DIAMOND INTERNATIONAL TRUCKS  ,$211.00,2012-03-21,170919,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15027074 GASKET 12165/47551/060929/1A,KLONDIKE MOTORS INC O/A       ,$11.00,2012-03-21,170920,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
88893989 GASKET 12165/47551/060929/1A,KLONDIKE MOTORS INC O/A       ,$5.00,2012-03-21,170920,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
20971567 GAS CAP 93364/20728/T20728/2,KLONDIKE MOTORS INC O/A       ,$24.00,2012-03-21,170920,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
MGP-08-011 GLOVES THE ORIGNAL PLUS XL 11804/99000/1T,UAP INC                       ,$220.00,2012-03-21,170921,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
.PFSRNH-8C78P 7/8 NUTS 70689/99003/10,CDACKLANDSWH,$6.00,2012-03-22,170925,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
G65B400 CAMLOCK 07614/T60800/6 RG DAWSON,CDNIS,$28.00,2012-03-21,170926,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2011-12
821-017 O-RING 07619/061166/74032/6 RG DAWSON,CDNIS,$5.00,2012-03-21,170926,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2011-12
58626 WATER PUMP 09937/46125/060318/1A,UAP INC                       ,$127.00,2011-11-30,170039,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
53173 1400R24 MICH SNOPLUS 09871/R23706/23/KC,MICHELIN NORTH AMERICA CAN INC,"$1,674.00",2011-12-28,170043,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
YTG TIRE TAX 09871/R23706/23/KC,MICHELIN NORTH AMERICA CAN INC,$5.00,2011-12-28,170043,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
YTG TIRE TAX 09872/R23707/19/KC,MICHELIN NORTH AMERICA CAN INC,$5.00,2011-12-28,170044,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BALANCE DRIVESHAFT AS PER INV # 902789 08676/R20691/1A,QUANTUM MACHINE WORKS LTD     ,$440.00,2011-12-02,170045,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4955462RX TURBO 08865/R15286/1HD,INLAND KENWORTH               ,"$3,172.00",2011-12-02,170046,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
186780CUM GASKET 82088/R11267/1HD,INLAND KENWORTH               ,$17.00,2011-12-02,170046,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
AIR FREIGHT FOR TUBE&O-RING 08914/R11266/1HD,INLAND KENWORTH               ,$37.00,2011-12-02,170046,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3803573 SEAL KIT 08828/R16237/1HD,INLAND KENWORTH               ,$105.00,2011-12-02,170046,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3103077 EGR GASKET 08849/15291/R15291/1HD,INLAND KENWORTH               ,$17.00,2011-12-02,170046,,29,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
560225 FLAP WHL 05990/99000/6 DAWSON,CDNIS,$40.00,2011-11-30,170050,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
82-9125 CONNECTOR 02219/060231/91152/6 DAWSON,NORTHERN SUPERIOR MECHANICAL  ,$12.00,2011-12-05,170056,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
82-9124 CONNECTOR 02219/060231/91152/6 DAWSON,NORTHERN SUPERIOR MECHANICAL  ,$6.00,2011-12-05,170056,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"WHE-L31HBF FRONT STROBE, BLUE 08863/17193/060102/1HD",CDMEGATECH,$344.00,2011-12-05,170057,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
80533 SPACER 02028/R23180/6 SA DAWSON,INLAND KENWORTH               ,$88.00,2011-12-05,170058,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
81292 PINS 02028/R23180/6 SA DAWSON,INLAND KENWORTH               ,$252.00,2011-12-05,170058,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
52020 SEAL 08130/R23555/13 TK OGILVIE,INLAND KENWORTH               ,$40.00,2011-12-05,170058,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
CDS 11210 DRESSER 82131/CAMP/9,CDACKLANDSWH,$35.00,2012-01-23,170393,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
LPSC00916 CONTACT CLEANER 9419/99000/1T,CDACKLANDSWH,$104.00,2012-01-23,170393,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
 DYC80060 HOSE 9424/99002/1T,CDACKLANDSWH,$50.00,2012-01-23,170393,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2956419 CAP ASSY. FUEL TANK 75938/R21012/28,FINNING INTERNATIONAL INC     ,$96.00,2012-01-23,170394,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
TECNU1 CLEANER TIP WELDING 05308/99000/24,CDNIS,$8.00,2012-01-23,170400,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
8543-D2 COFFEE MAKER 78984/CAMP/12 MAYO *P1*,CDYKSERVICES,$448.00,2012-01-23,170402,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
#7 TIP,CDNIS,$9.00,2012-01-23,170405,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"SEALED BEAM, 12V 5.75""RD 100W PAR46",CDNIS,$120.00,2012-01-23,170406,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
LENS-RED,UAP INC                       ,$6.00,2012-01-23,170409,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"GASKET, THERMOSTAT O-RING USE WITH ITEM#16976",UAP INC                       ,$1.00,2012-01-23,170412,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GASKET,INLAND KENWORTH               ,$5.00,2012-01-23,170414,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"CARTRIDGE, AD-SP AIR DRYER",INLAND KENWORTH               ,$76.00,2012-01-23,170415,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
748091189 LT225/75R17 G/Y SILENT ARMOR 09898/R20693/1A/KC,GOODYEAR CANADA INC           ,$530.00,2012-01-25,170422,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
