Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
036-6775  V-BELT,FINNING INTERNATIONAL INC     ,$43.72,2025-04-08,244426,,34,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5112371 RH DOOR WIPER MOTOR,FINNING INTERNATIONAL INC     ,$420.14,2025-04-10,244491,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
259-4759 MIRROR,FINNING INTERNATIONAL INC     ,$290.04,2025-04-10,244491,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
586-000-0004 SNOW WING BUMPER,FINNING INTERNATIONAL INC     ,$213.07,2025-04-10,244491,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OUTSIDE REAR VIEW MIRROR ASSEMBLY,FINNING INTERNATIONAL INC     ,$580.08,2025-04-11,244498,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"BOLT, DOME HEAD PLOW, 5/8""NC X 2""  FULL THREAD",FINNING INTERNATIONAL INC     ,$117.00,2025-04-11,244498,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"BOLT, DOME HEAD PLOW, 3/4""NC X 2 3/4""",FINNING INTERNATIONAL INC     ,$370.00,2025-04-14,244546,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"WIPER, FRONT",FINNING INTERNATIONAL INC     ,$508.24,2025-04-14,244546,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"1406823, CUTTING EDGE, CENTER",FINNING INTERNATIONAL INC     ,"$2,713.68",2025-04-15,244563,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"1677430, CUTTING EDGE, END",FINNING INTERNATIONAL INC     ,"$1,057.26",2025-04-15,244563,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"5P8823, BOLT",FINNING INTERNATIONAL INC     ,$383.76,2025-04-15,244563,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"3K9770, NUT",FINNING INTERNATIONAL INC     ,$563.76,2025-04-15,244563,,4,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6129146 - Cat Crankshaft Rear Seal Installer Tool,FINNING INTERNATIONAL INC     ,"$4,095.79",2025-04-15,244570,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4234359 - Fuel Tube,FINNING INTERNATIONAL INC     ,$307.14,2025-04-15,244573,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4286098 - Fuel Tube,FINNING INTERNATIONAL INC     ,$273.48,2025-04-15,244573,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4286097 - Fuel Tube,FINNING INTERNATIONAL INC     ,$126.98,2025-04-15,244573,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4286096 - Fuel Line,FINNING INTERNATIONAL INC     ,$149.27,2025-04-15,244573,,4,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
20R4517 - Quill Tube,FINNING INTERNATIONAL INC     ,$486.12,2025-04-15,244573,,5,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
20R4517C - Core,FINNING INTERNATIONAL INC     ,$292.92,2025-04-15,244573,,6,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2741639 - Quill Tube Seal,FINNING INTERNATIONAL INC     ,$77.40,2025-04-15,244573,,7,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2785519 - Quill Tube Nut,FINNING INTERNATIONAL INC     ,$209.46,2025-04-15,244573,,8,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
1613411 - Exhaust Manifold Gasket,FINNING INTERNATIONAL INC     ,$54.96,2025-04-15,244573,,9,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3407220 - Washer Ring,FINNING INTERNATIONAL INC     ,$26.59,2025-04-15,244573,,10,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5P4892 - Seal,FINNING INTERNATIONAL INC     ,$37.32,2025-04-15,244573,,11,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6V8001 - Seal,FINNING INTERNATIONAL INC     ,$50.18,2025-04-15,244573,,12,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4982707 - Turbo Gasket Kit,FINNING INTERNATIONAL INC     ,$326.07,2025-04-15,244573,,13,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2871866 - Fuel Rail Pressure Sender,FINNING INTERNATIONAL INC     ,$454.38,2025-04-15,244573,,14,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2948599 - Fuel Rail Pressure Sender Harness,FINNING INTERNATIONAL INC     ,$92.67,2025-04-15,244573,,15,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3640628 - Fuel Pump Plug,FINNING INTERNATIONAL INC     ,$65.19,2025-04-15,244573,,16,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2287089 - Fuel Pump Plug O-ring,FINNING INTERNATIONAL INC     ,$10.77,2025-04-15,244573,,17,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
20R6191 - Cat C9.3 Reman Engine (Long Block),FINNING INTERNATIONAL INC     ,"$26,384.42",2025-04-15,244573,,18,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
20R6191C - Core,FINNING INTERNATIONAL INC     ,"$13,821.08",2025-04-15,244573,,19,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
8T5917 - O-ring,FINNING INTERNATIONAL INC     ,$4.71,2025-04-15,244573,,20,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2197000 - O-ring,FINNING INTERNATIONAL INC     ,$10.17,2025-04-15,244573,,21,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3180004 - Water Regulator,FINNING INTERNATIONAL INC     ,$217.78,2025-04-15,244573,,22,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
20R8035 - DPF Reman Kit,FINNING INTERNATIONAL INC     ,"$5,642.86",2025-04-15,244573,,23,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
20R8035C - Core,FINNING INTERNATIONAL INC     ,"$3,729.42",2025-04-15,244573,,24,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5285684 - Rear Main Seal,FINNING INTERNATIONAL INC     ,$170.87,2025-04-15,244573,,25,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4G4972 - O-ring,FINNING INTERNATIONAL INC     ,$12.42,2025-04-15,244573,,26,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2562209 - Seal,FINNING INTERNATIONAL INC     ,$18.81,2025-04-15,244573,,27,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
9H0846 - Seal,FINNING INTERNATIONAL INC     ,$35.82,2025-04-15,244573,,28,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
9X7371 - Seal,FINNING INTERNATIONAL INC     ,$117.28,2025-04-15,244573,,29,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
1183122 - Seal,FINNING INTERNATIONAL INC     ,$11.24,2025-04-15,244573,,30,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4493090 - EGR Cooler,FINNING INTERNATIONAL INC     ,"$5,314.82",2025-04-15,244573,,31,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6V8260 - Fuel Pump Seal,FINNING INTERNATIONAL INC     ,$58.16,2025-04-15,244573,,32,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3377323 - EGR Valve,FINNING INTERNATIONAL INC     ,"$4,846.05",2025-04-15,244573,,33,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3808558 - Hose,FINNING INTERNATIONAL INC     ,$103.86,2025-04-15,244573,,34,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3147599 - Band Clamp,FINNING INTERNATIONAL INC     ,$68.96,2025-04-15,244573,,35,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5175183 - Venturi Tube,FINNING INTERNATIONAL INC     ,$557.84,2025-04-15,244573,,36,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3851173 - EGR Sensor,FINNING INTERNATIONAL INC     ,$434.59,2025-04-15,244573,,37,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3410643 - Rectangular Seal,FINNING INTERNATIONAL INC     ,$77.82,2025-04-15,244573,,38,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5793313 - Gasket,FINNING INTERNATIONAL INC     ,$7.69,2025-04-15,244573,,39,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3054484 - O-ring,FINNING INTERNATIONAL INC     ,$21.63,2025-04-15,244573,,40,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5579567 - Water Pump,FINNING INTERNATIONAL INC     ,"$1,170.32",2025-04-15,244573,,41,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
1470182 - Seal,FINNING INTERNATIONAL INC     ,$6.33,2025-04-15,244573,,42,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2695304 - Seal,FINNING INTERNATIONAL INC     ,$5.93,2025-04-15,244573,,43,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2695305 - Seal,FINNING INTERNATIONAL INC     ,$3.30,2025-04-15,244573,,44,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
1163715 - Stud,FINNING INTERNATIONAL INC     ,$386.40,2025-04-15,244573,,45,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
4P4369 - Spacer,FINNING INTERNATIONAL INC     ,$420.84,2025-04-15,244573,,46,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6V5839 - Washer,FINNING INTERNATIONAL INC     ,$14.04,2025-04-15,244573,,47,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
9X6620 - Lock Nut,FINNING INTERNATIONAL INC     ,$168.72,2025-04-15,244573,,48,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
0619455 - Seal,FINNING INTERNATIONAL INC     ,$30.79,2025-04-15,244573,,49,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2097290 - Gasket,FINNING INTERNATIONAL INC     ,$39.31,2025-04-15,244573,,50,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2685582 - Engine Cover Gasket,FINNING INTERNATIONAL INC     ,$55.14,2025-04-15,244573,,51,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6V-5853  WIPER BLADE,FINNING INTERNATIONAL INC     ,$69.79,2025-04-16,244581,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
146-6433  WIPER BLADE,FINNING INTERNATIONAL INC     ,$72.23,2025-04-16,244581,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
5C-8811  WIPER BLADE,FINNING INTERNATIONAL INC     ,$156.48,2025-04-16,244581,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6V-5851  WIPER BLADE,FINNING INTERNATIONAL INC     ,$254.20,2025-04-16,244581,,4,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WIPER BLADE,FINNING INTERNATIONAL INC     ,$144.46,2025-04-16,244584,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WIPER BLADE,FINNING INTERNATIONAL INC     ,$254.20,2025-04-16,244584,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WIPER BLADE,FINNING INTERNATIONAL INC     ,$156.48,2025-04-16,244584,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WIPER BLADE,FINNING INTERNATIONAL INC     ,$139.58,2025-04-16,244584,,4,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
371-8901  LH COWL SUPPORT ARM,FINNING INTERNATIONAL INC     ,$854.62,2025-04-23,244647,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
393-6308 - Hydraulic Hose,FINNING INTERNATIONAL INC     ,$93.99,2025-04-23,244652,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3J1907 - O-ring,FINNING INTERNATIONAL INC     ,$2.80,2025-04-23,244652,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
6V8398 - O-ring,FINNING INTERNATIONAL INC     ,$5.78,2025-04-23,244652,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
306-0166  MASTER DISCONNECT SWITCH,FINNING INTERNATIONAL INC     ,$233.40,2025-04-23,244656,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
112-0885 STOP BLOCK,FINNING INTERNATIONAL INC     ,$209.10,2025-04-24,244675,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"KIT, COOLANT LEVEL 2",FINNING INTERNATIONAL INC     ,$542.50,2025-04-28,244705,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"BOTTLE, SOS OIL SAMPLE",FINNING INTERNATIONAL INC     ,$285.00,2025-04-28,244705,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
295-0758  FUEL PRESSURE GAUGE (150 PSI),FINNING INTERNATIONAL INC     ,$311.80,2025-04-28,244717,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"ANTIFREEZE, CATERPILLAR PREMIX 50/50    6 X 3.785L PER CASE",FINNING INTERNATIONAL INC     ,$638.20,2025-04-29,244737,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"FILTER, FUEL PRIMARY",FINNING INTERNATIONAL INC     ,$180.53,2025-04-29,244737,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"BELT, SERPENTINE",FINNING INTERNATIONAL INC     ,$244.25,2025-04-29,244737,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WEAR STRIP - CIRCLE DRAWBAR (METAL),FINNING INTERNATIONAL INC     ,"$1,132.02",2025-04-29,244766,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WEAR STRIP - CIRCLE DRAWBAR (PLASTIC),FINNING INTERNATIONAL INC     ,"$1,470.66",2025-04-29,244766,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"4481938, HARNESS, SLOPE SENSOR",FINNING INTERNATIONAL INC     ,$791.64,2025-04-30,244787,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"462-4044, DISPLAY, OPERATOR",FINNING INTERNATIONAL INC     ,"$3,584.69",2025-04-30,244787,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"320 054 118, SEAL KIT, BULL BLADE",FINNING INTERNATIONAL INC     ,$71.30,2025-04-30,244787,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
Freight $122.28,FINNING INTERNATIONAL INC     ,$122.28,2025-04-30,244787,,4,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
3684853 - Front Wiper Arm,FINNING INTERNATIONAL INC     ,$549.81,2025-05-01,244806,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2566454 - Engine Coolant Temperature Sensor,FINNING INTERNATIONAL INC     ,$118.87,2025-05-01,244808,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"4820423, HARNESS, INCLANATION SENSOR",FINNING INTERNATIONAL INC     ,$437.12,2025-05-01,244823,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"4988523, HOLD DOWN RING, ANGLE SENSOR",FINNING INTERNATIONAL INC     ,$167.04,2025-05-01,244823,,2,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"5835061, COVER, BLADE INCLANATION SENSOR",FINNING INTERNATIONAL INC     ,$321.80,2025-05-01,244823,,3,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"4911256, MOUNT PLATE, ROTARY SENSOR",FINNING INTERNATIONAL INC     ,$262.98,2025-05-01,244823,,4,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"6V9873, QUICK CONNECT, MALE",FINNING INTERNATIONAL INC     ,$16.21,2025-05-01,244823,,5,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"3J1907, O-RING",FINNING INTERNATIONAL INC     ,$2.80,2025-05-01,244823,,6,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"6V8398, O-RING",FINNING INTERNATIONAL INC     ,$2.89,2025-05-01,244823,,7,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
320151844 - CAT 10W HYDO 20L,FINNING INTERNATIONAL INC     ,$536.56,2025-05-05,244854,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2436652 - Lower Cover,FINNING INTERNATIONAL INC     ,$515.52,2025-05-05,244865,,1,5579,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
