Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
"FLAG MATERIAL IS 10 OZ/YD PVC COATED POLYESTER IN RED/ORANGE FLORESCENT COLO-UR. STRIPE IS SILVER/GREY REFLECTIVE IN 3M TYPE 8910 MATERIAL. STRIPE IS ATTACH-ED TO FLAGGING ON 12 X 16 DIAGONAL (TOP LEFT TO BOTTON RIGHT) ALLOWING 4"" OF MATERIAL AS BORDER",CDYKPUMP,"$2,000.00",2010-05-11,165070,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
88507 11R24.5 MICH XZE2 LRH 15287/1HD/AVIVONE,MICHELIN NORTH AMERICA CAN INC,"$1,034.00",2010-05-19,165077,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
27679 LT235/85R16 MICH LTX M/S2 LRE 20664/1A/AVIVONE,MICHELIN NORTH AMERICA CAN INC,$380.00,2010-05-13,165078,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
GS1250 SEAL 83689/P58447/1A,CDNIS,$85.00,2010-05-11,165079,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2424150 CALIPER BRAKE L.F CORE 94413/40186/057167/1A,UAP INC                       ,$49.00,2010-06-30,165461,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AE7973M PADS REAR BRAKE 94421/P20667/1A,UAP INC                       ,$63.00,2010-06-30,165461,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2422318 CALIPER BRAKE L.H REAR CORE 94424/P18493/1A,UAP INC                       ,$39.00,2010-06-30,165461,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"04132-120-15 SHAFT, FRONT CONVEYOR DRIVE89681/P54269/1HD",DON COX ENTERPRISES LTD O/A   ,$351.00,2010-07-05,165469,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 46207/543609/G2/AVIVONE,MICHELIN NORTH AMERICA CAN INC,$5.00,2010-07-22,165472,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
POW65139 5 TON CYL. 89020/0219-35/1T,CDSNAPONTOOL,$225.00,2010-07-05,165474,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CMK62373 HOOK,3/8"" GRAB 90755/99003/16",CDACKLANDSWH,$122.00,2010-07-05,165477,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 15286/1HD/AVIVONE,BRIDGESTONE CANADA INC        ,$40.00,2010-07-13,165479,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MAF SENSOR CORE CHARGE LINE 7 91116/42072/057433/1A,UAP INC                       ,$65.00,2010-07-05,165480,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
19255 SEAL-TCASE INPUT 91188/46569/057603/1A,UAP INC                       ,$9.00,2010-07-05,165480,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
704-1902 OIL DRAIN PLUG 91192/40179/057627/1A,UAP INC                       ,$7.00,2010-07-05,165480,,28,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"68325¿YG0¿003 MOUNTS,MTR 85838/P74029/6",CDYKHONDA,$132.00,2010-07-05,165482,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"12330815 BUSHING,DR PIN 85264/057109/42092/25 OLD CROW",KLONDIKE MOTORS INC O/A       ,$14.00,2010-07-06,165485,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, OIL",CDWHHSUBARU,$117.00,2010-04-20,164904,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, A/C RECIRC FITS 23190-192",INLAND KENWORTH               ,$8.00,2010-04-20,164906,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"NIPPLES, 1/4"" NPT MALE",INLAND KENWORTH               ,$24.00,2010-04-20,164908,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ICO LARGER THAN 20"" C/O BIAS 204585/1ENV/AVIVONE",KAL TIRE                      ,$132.00,2010-05-05,164909,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
RDG38540 RATCHET & HANDLE 88284/3700/7.,CDACKLANDSWH,$89.00,2010-04-21,164914,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
82-5702 CABLE BATTERY 2/0 93976/43101/056607/1A,UAP INC                       ,$100.00,2010-04-21,164915,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"83-8002 LOOM SPLIT 3/4"" 93976/43101/056607/1A",UAP INC                       ,$12.00,2010-04-21,164915,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
82-9435 LUG 2/0 93976/43101/056607/1A,UAP INC                       ,$3.00,2010-04-21,164915,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
82-2132 SWITCH 93739/46137/056646/1A,UAP INC                       ,$6.00,2010-04-21,164915,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
82-2130 SWITCH 93742/P32001/1A,UAP INC                       ,$4.00,2010-04-21,164915,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
82-6701 CABLE 2/0 BATTERY 93994/46206/056673/1A,UAP INC                       ,$200.00,2010-04-21,164915,,28,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
15982869 SEALS-REAR AXLE HUB 88577/49003/056593/1HD,KLONDIKE MOTORS INC O/A       ,$60.00,2010-04-22,164916,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
15003415 E-BRAKE CABLE 88579/49003/056593/1HD,KLONDIKE MOTORS INC O/A       ,$112.00,2010-04-22,164916,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
N9267001 SENSOR-COOLANT LEVEL 89879/P16271/1HD,INLAND KENWORTH               ,$186.00,2010-04-21,164918,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT FOR LINES 24 & 25 90032/P11251/1HD,INLAND KENWORTH               ,$75.00,2010-09-07,166075,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4061015 SERP BELT 91123/47627/057544/1A,NORTH 60 PETRO LTD            ,$28.00,2010-09-07,166076,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DW1341 WINDSHEILD SUPPLY & INSTALL 91179/45553/057563/1A INV#1400,JODY SHEA O/A                 ,$214.00,2010-09-08,166077,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DW1505 WINDSHEILD SUPPLY & INSTALL 91231/46185/057616/1A,JODY SHEA O/A                 ,$237.00,2010-09-08,166077,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"1683 BULB,MINI 86696/99000/6 DAWSON",UAP INC                       ,$20.00,2010-09-07,166078,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C/W INSTALLATION KIT 1-63327-3406-2435 SEAL 1-TUBE URETHANE,DON COX ENTERPRISES LTD O/A   ,$288.00,2010-09-07,166082,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CLAMP, MUFFLER 3/8 X 2""",UAP INC                       ,$16.00,2010-09-07,166087,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DISTRIBUTOR CAP,UAP INC                       ,$26.00,2010-09-07,166087,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, HYDRAULIC SPIN ON",UAP INC                       ,$98.00,2010-09-07,166088,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, ENGINE OIL",UAP INC                       ,$51.00,2010-09-07,166088,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3046200 COUPLING SPIDER FUEL PUMP DRIVE 89169/P16240/1HD,INLAND KENWORTH               ,$10.00,2010-09-09,166104,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BEARINGS (OUTER CONES) MARATHON TAR KETTLES,PACESETTER TRADING COMPANY    ,$22.00,2010-05-11,165080,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SIDEBOARDS 2"" X 12"" X 14' KILN DRIED",KILRICH INDUSTRIES LTD        ,$432.00,2010-05-11,165081,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BREATHER CAP KIT, HYDRAULIC INCLUDES SCREEN, CAP, NECK",CDYKPUMP,$24.00,2010-05-11,165083,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"COVERALLS, BLUE, 100% COTTON 44REG",KLUANE KLEANERS LTD           ,$110.00,2010-05-11,165084,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"LAMP, RUBBER TRACTOR/UTILITY PAR 36 PAR 36, 12 VOLT, RUBBER HOUSING",UAP INC                       ,$96.00,2010-05-11,165087,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"LAMP,AMBER 2 1/2"" ROUND MARKER/CLEARANCE",UAP INC                       ,$12.00,2010-05-11,165087,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FLASHERS-12V-2 PRONG,UAP INC                       ,$15.00,2010-05-11,165087,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SOCKETS 7 POLE RV CONNECTOR,UAP INC                       ,$10.00,2010-05-11,165087,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER-FUEL-3/8""-INLINE *DNR*",UAP INC                       ,$2.00,2010-05-11,165088,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"AIR FILTER, SECONDARY",UAP INC                       ,$75.00,2010-05-11,165088,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, AIR PRIMARY",UAP INC                       ,$30.00,2010-05-11,165088,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BALL JOINTS,UAP INC                       ,$76.00,2010-05-11,165089,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SEAL, FWD PINION INPUT",INLAND KENWORTH               ,$42.00,2010-05-11,165094,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
LONG TIP (1U3252A),INLAND KENWORTH               ,$104.00,2010-05-11,165096,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, TRANSMISSION",INLAND KENWORTH               ,"$1,190.00",2010-05-11,165097,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BUSHING, DIPSTICK (RUBBER) **IMPORTANT**SEE IDL",INLAND KENWORTH               ,$24.00,2010-05-11,165098,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"TIRE, 11R24.5 BANDAG ULTRA DRIVE RECAP",KAL TIRE                      ,"$2,794.00",2010-05-11,165099,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AIR FREIGHT LINE 1 88859/P15287/1HD,DON COX ENTERPRISES LTD O/A   ,$54.00,2010-05-11,165101,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
D15 KEROSENE 79146/99001/16,NORTH 60 PETRO LTD            ,$444.00,2010-05-11,165102,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
909012-6PK DYE 87035/40169/056760/1A,UAP INC                       ,$40.00,2010-05-13,165107,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"18046147 MOUNT,RR CALIPER *P1* 75496/057332/20688/13 OGILVIE",KLONDIKE MOTORS INC O/A       ,$234.00,2010-07-06,165485,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WSWTR20W TRUCK RAMP 74733/552201026021904/PARTS,CDACKLANDSWH,$607.00,2010-07-06,165486,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SRTA0W30D 0W30 OIL DRUM 88941/99001/1/H.D.,NORTH 60 PETRO LTD            ,"$1,023.00",2010-07-06,165487,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SATFDEXC ATF TRAN. FLUID 66547/99001/WHSE. AIRPORT/26,NORTH 60 PETRO LTD            ,$76.00,2010-07-06,165487,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
S530C OIL 5W30 74868/99001/HAINES JCT/9,NORTH 60 PETRO LTD            ,$240.00,2010-07-06,165487,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SRTA0W30H OIL 82182/99001/WHSE/26,NORTH 60 PETRO LTD            ,$372.00,2010-07-06,165487,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MHYD32P OIL 20L PAIL 89329/99001/BST,NORTH 60 PETRO LTD            ,$144.00,2010-07-06,165487,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
XTS76 LT235/75R16 TBC W/C XTX SPORT 46161/543788/G2/AVIVONE,KAL TIRE                      ,$568.00,2010-07-30,165489,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 46084/543604/G2/AVIVONE,GOODYEAR CANADA INC           ,$20.00,2010-07-22,165490,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
03408 INVERTED ORANGE PAINT 83061/3800/BEAVER/2,AJAX STEEL LIMITED            ,$120.00,2010-07-07,165499,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
00119 MINI BLADE FUSE KIT 94470/99000/1/T.R.,AJAX STEEL LIMITED            ,$25.00,2010-07-07,165499,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"9330705 TEFLON 1/2"" 90808/552204409XXXX5007-1/SWEEPERCREW",AJAX STEEL LIMITED            ,$583.00,2010-07-07,165499,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"8WS 025 1/4"" FLATWASHER 54689/5900/8",AJAX STEEL LIMITED            ,$2.00,2010-07-07,165500,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
8LWS062 5/8 LOCKWASHER 54689/5900/8,AJAX STEEL LIMITED            ,$11.00,2010-07-07,165500,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CS8SC 038 3/8 NUT 54689/5900/8,AJAX STEEL LIMITED            ,$5.00,2010-07-07,165500,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SWITCH, TOGGLE S.P.S.T-H/DUTY ON-OFF",DON COX ENTERPRISES LTD O/A   ,$40.00,2010-07-07,165501,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SWITCH, TOGGLE S.P.S.T-H/DUTY ON-OFF",DON COX ENTERPRISES LTD O/A   ,$8.00,2010-07-07,165501,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
ALTERNATOR,CDNIS,$143.00,2010-07-07,165503,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, PRIMARY AIR",WHITEHORSE MOTORS LIMITED     ,$207.00,2010-07-07,165504,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
T158584 FAN 75705/P56552/13 OGILVIE,BRANDT TRACTOR LTD            ,$48.00,2010-07-28,165676,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
R123454 BELT 85860/P56553/13 OGILVIE,BRANDT TRACTOR LTD            ,$67.00,2010-07-28,165676,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
R123454 BELT 85859/P56552/13 OGILVIE,BRANDT TRACTOR LTD            ,$67.00,2010-07-28,165676,,28,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2202 NOZZLE 31987/90117/057217/ROSS/15,CDYKPUMP,$50.00,2010-07-26,165680,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
6569203 HOLD DOWN BATTERY 86773/52705/057021/1A,CHILKOOT EQUIPMENT LTD O/A    ,$4.00,2010-07-28,165688,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
ALTERNATOR,CDNIS,$143.00,2010-07-28,165695,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ALTERNATOR, **USE ITEM 15553** $153.30 + $80.00",CDNIS,$272.00,2010-07-28,165695,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"COVERALLS, BLUE, 100% COTTON 42REG",KLUANE KLEANERS LTD           ,$110.00,2010-07-28,165697,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CLAMP, 3/8 X 4 MUFFLER",UAP INC                       ,$12.00,2010-07-28,165704,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SPARK PLUG,UAP INC                       ,$3.00,2010-07-28,165704,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"MIRROR, WEST COAST, HEATED",UAP INC                       ,$232.00,2010-07-28,165706,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"AIR FILTER, SECONDARY",UAP INC                       ,$75.00,2010-07-28,165707,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, OIL",UAP INC                       ,$32.00,2010-07-28,165707,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, AIR 20526-530",UAP INC                       ,$24.00,2010-07-28,165707,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"O-RING, VITON FOR 16517 FILTER USE #17292 FOR ACETONE PAINT",LINETECH EQUIPMENT INC        ,$276.00,2010-07-28,165712,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"PAR7092¿38200 HOSE,3/8"" AIR 86695/CAMP/16 STEWART",CDNIS,$50.00,2010-09-08,166105,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CORE CHARGE LINE 1 91202/P20655/1A,CDWHHPERFORM,"$1,000.00",2010-09-08,166106,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FW35-8001T3L FIFTH WHEEL ASSY. 91438/P11259/1HD,INLAND KENWORTH               ,"$2,550.00",2010-09-09,166108,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
184011 10-32 HEX NUTS 93625/99003/1A,CDNIS,$6.00,2010-09-09,166112,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"3821451P 2-1/4 X 3/8"" GRADE 5 BOLTS 72630/057935/1MS",CDNIS,$100.00,2010-09-09,166112,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
